nombre1,nombre2,apellido1,apellido2,genero,edad,fecha_nacimiento,curp,id,voto,email,password
Hector,Alfonso,Hidalgo,Martinez,Hombre,28,1995-01-08,HIMH950108HOMBREDFHI74O,336,4,hectorhidalgo336@urcmac.edu.mx,hidalgohector336
Demian,Alfonso,Espinosa,Cirigo,Hombre,26,1997-01-07,ESCD970107HOMBREDFES16T,337,2,demianespinosa337@urcmac.edu.mx,espinosademian337
Jose,,Zarate,Sebastian,Hombre,24,1999-01-07,ZASJ990107HOMBREDFZA65B,338,5,josezarate338@urcmac.edu.mx,zaratejose338
Jose,Alfonso,Zarate,Cirigo,Hombre,25,1998-01-07,ZACJ980107HOMBREDFZA96V,339,2,josezarate339@urcmac.edu.mx,zaratejose339
Albert,Rogelio,Ruiz,Romero,Hombre,30,1993-01-08,RURA930108HOMBREDFRU60I,340,2,albertruiz340@urcmac.edu.mx,ruizalbert340
Jose,,Espinosa,Sebastian,Hombre,26,1997-01-07,ESSJ970107HOMBREDFES13K,341,4,joseespinosa341@urcmac.edu.mx,espinosajose341
Jose,Alfonso,Espinosa,Cirigo,Hombre,30,1993-01-08,ESCJ930108HOMBREDFES34R,342,2,joseespinosa342@urcmac.edu.mx,espinosajose342
Juan ,Rogelio,Ruiz,Romero,Hombre,29,1994-01-08,RURJ940108HOMBREDFRU56L,343,3,juan ruiz343@urcmac.edu.mx,ruizjuan 343
Juan ,Alfonso,Zarate,Sanchez,Hombre,28,1995-01-08,ZASJ950108HOMBREDFZA55J,344,4,juan zarate344@urcmac.edu.mx,zaratejuan 344
Juan ,Alfonso,Espinosa,Sanchez,Hombre,27,1996-01-08,ESSJ960108HOMBREDFES42T,345,1,juan espinosa345@urcmac.edu.mx,espinosajuan 345
Albert,,Hidalgo,Sebastian,Hombre,24,1999-01-07,HISA990107HOMBREDFHI28L,346,5,alberthidalgo346@urcmac.edu.mx,hidalgoalbert346
Demian,Rogelio,Ruiz,Sebastian,Hombre,21,2002-01-06,RUSD020106HOMBREDFRU57Y,347,4,demianruiz347@urcmac.edu.mx,ruizdemian347
Jose,,Hidalgo,Sanchez,Hombre,25,1998-01-07,HISJ980107HOMBREDFHI44H,348,4,josehidalgo348@urcmac.edu.mx,hidalgojose348
Juan ,Donaji,Ruiz,Martinez,Hombre,27,1996-01-08,RUMJ960108HOMBREDFRU11C,349,3,juan ruiz349@urcmac.edu.mx,ruizjuan 349
Albert,Donaji,Ruiz,Sebastian,Hombre,22,2001-01-06,RUSA010106HOMBREDFRU40H,350,2,albertruiz350@urcmac.edu.mx,ruizalbert350
Jose,Rogelio,Adaya,Romero,Hombre,30,1993-01-08,ADRJ930108HOMBREDFAD38X,351,2,joseadaya351@urcmac.edu.mx,adayajose351
Jose,Pablo,Ruiz,Sanchez,Hombre,20,2003-01-06,RUSJ030106HOMBREDFRU64P,352,2,joseruiz352@urcmac.edu.mx,ruizjose352
Hector,Donaji,Espinosa,Sanchez,Hombre,26,1997-01-07,ESSH970107HOMBREDFES14X,353,1,hectorespinosa353@urcmac.edu.mx,espinosahector353
Jose,Donaji,Ruiz,Sanchez,Hombre,21,2002-01-06,RUSJ020106HOMBREDFRU77I,354,5,joseruiz354@urcmac.edu.mx,ruizjose354
Juan ,Pablo,Adaya,Romero,Hombre,26,1997-01-07,ADRJ970107HOMBREDFAD95M,355,1,juan adaya355@urcmac.edu.mx,adayajuan 355
Demian,Donaji,Ruiz,Martinez,Hombre,27,1996-01-08,RUMD960108HOMBREDFRU79S,356,2,demianruiz356@urcmac.edu.mx,ruizdemian356
Demian,Donaji,Zarate,Cirigo,Hombre,21,2002-01-06,ZACD020106HOMBREDFZA23I,357,4,demianzarate357@urcmac.edu.mx,zaratedemian357
Hector,,Zarate,Sebastian,Hombre,23,2000-01-07,ZASH000107HOMBREDFZA58F,358,4,hectorzarate358@urcmac.edu.mx,zaratehector358
Jose,Rogelio,Zarate,Sanchez,Hombre,30,1993-01-08,ZASJ930108HOMBREDFZA30N,359,2,josezarate359@urcmac.edu.mx,zaratejose359
Demian,Donaji,Espinosa,Cirigo,Hombre,21,2002-01-06,ESCD020106HOMBREDFES83G,360,3,demianespinosa360@urcmac.edu.mx,espinosademian360
Hector,Rogelio,Hidalgo,Sanchez,Hombre,23,2000-01-07,HISH000107HOMBREDFHI93X,361,1,hectorhidalgo361@urcmac.edu.mx,hidalgohector361
Albert,Alfonso,Hidalgo,Sanchez,Hombre,23,2000-01-07,HISA000107HOMBREDFHI18E,362,2,alberthidalgo362@urcmac.edu.mx,hidalgoalbert362
Demian,Pablo,Adaya,Sanchez,Hombre,29,1994-01-08,ADSD940108HOMBREDFAD39D,363,2,demianadaya363@urcmac.edu.mx,adayademian363
Juan ,Alfonso,Ruiz,Sebastian,Hombre,22,2001-01-06,RUSJ010106HOMBREDFRU66O,364,1,juan ruiz364@urcmac.edu.mx,ruizjuan 364
Demian,Donaji,Adaya,Sanchez,Hombre,20,2003-01-06,ADSD030106HOMBREDFAD47B,365,4,demianadaya365@urcmac.edu.mx,adayademian365
Demian,Pablo,Hidalgo,Sanchez,Hombre,24,1999-01-07,HISD990107HOMBREDFHI29Z,366,4,demianhidalgo366@urcmac.edu.mx,hidalgodemian366
Hector,Alfonso,Zarate,Martinez,Hombre,20,2003-01-06,ZAMH030106HOMBREDFZA74I,367,3,hectorzarate367@urcmac.edu.mx,zaratehector367
Hector,Alfonso,Espinosa,Martinez,Hombre,23,2000-01-07,ESMH000107HOMBREDFES59P,368,1,hectorespinosa368@urcmac.edu.mx,espinosahector368
Jose,Alfonso,Ruiz,Martinez,Hombre,22,2001-01-06,RUMJ010106HOMBREDFRU53F,369,5,joseruiz369@urcmac.edu.mx,ruizjose369
Demian,,Adaya,Sanchez,Hombre,28,1995-01-08,ADSD950108HOMBREDFAD58R,370,1,demianadaya370@urcmac.edu.mx,adayademian370
Hector,,Hidalgo,Sebastian,Hombre,27,1996-01-08,HISH960108HOMBREDFHI67U,371,2,hectorhidalgo371@urcmac.edu.mx,hidalgohector371
Hector,Alfonso,Hidalgo,Cirigo,Hombre,22,2001-01-06,HICH010106HOMBREDFHI63S,372,3,hectorhidalgo372@urcmac.edu.mx,hidalgohector372
Demian,Alfonso,Adaya,Sanchez,Hombre,27,1996-01-08,ADSD960108HOMBREDFAD71G,373,4,demianadaya373@urcmac.edu.mx,adayademian373
Hector,Pablo,Ruiz,Sanchez,Hombre,30,1993-01-08,RUSH930108HOMBREDFRU17O,374,5,hectorruiz374@urcmac.edu.mx,ruizhector374
Hector,Donaji,Ruiz,Sanchez,Hombre,28,1995-01-08,RUSH950108HOMBREDFRU73F,375,1,hectorruiz375@urcmac.edu.mx,ruizhector375
Juan ,Donaji,Hidalgo,Romero,Hombre,22,2001-01-06,HIRJ010106HOMBREDFHI52D,376,5,juan hidalgo376@urcmac.edu.mx,hidalgojuan 376
Jose,Alfonso,Adaya,Sanchez,Hombre,29,1994-01-08,ADSJ940108HOMBREDFAD84Z,377,1,joseadaya377@urcmac.edu.mx,adayajose377
Jose,,Zarate,Sanchez,Hombre,25,1998-01-07,ZASJ980107HOMBREDFZA58Z,378,2,josezarate378@urcmac.edu.mx,zaratejose378
Hector,Rogelio,Zarate,Sebastian,Hombre,22,2001-01-06,ZASH010106HOMBREDFZA86R,379,3,hectorzarate379@urcmac.edu.mx,zaratehector379
Jose,,Espinosa,Sanchez,Hombre,28,1995-01-08,ESSJ950108HOMBREDFES19V,380,4,joseespinosa380@urcmac.edu.mx,espinosajose380
Albert,Alfonso,Zarate,Sebastian,Hombre,28,1995-01-08,ZASA950108HOMBREDFZA68S,381,3,albertzarate381@urcmac.edu.mx,zaratealbert381
Hector,Rogelio,Espinosa,Sebastian,Hombre,24,1999-01-07,ESSH990107HOMBREDFES82E,382,1,hectorespinosa382@urcmac.edu.mx,espinosahector382
Jose,Rogelio,Ruiz,Sebastian,Hombre,28,1995-01-08,RUSJ950108HOMBREDFRU69I,383,1,joseruiz383@urcmac.edu.mx,ruizjose383
Albert,Alfonso,Espinosa,Sebastian,Hombre,21,2002-01-06,ESSA020106HOMBREDFES33D,384,3,albertespinosa384@urcmac.edu.mx,espinosaalbert384
Juan ,Donaji,Ruiz,Cirigo,Hombre,22,2001-01-06,RUCJ010106HOMBREDFRU48M,385,3,juan ruiz385@urcmac.edu.mx,ruizjuan 385
Juan ,Pablo,Adaya,Martinez,Hombre,28,1995-01-08,ADMJ950108HOMBREDFAD32A,386,1,juan adaya386@urcmac.edu.mx,adayajuan 386
Demian,Pablo,Zarate,Sebastian,Hombre,29,1994-01-08,ZASD940108HOMBREDFZA54B,387,2,demianzarate387@urcmac.edu.mx,zaratedemian387
Albert,,Hidalgo,Sanchez,Hombre,26,1997-01-07,HISA970107HOMBREDFHI98W,388,4,alberthidalgo388@urcmac.edu.mx,hidalgoalbert388
Hector,Donaji,Zarate,Martinez,Hombre,23,2000-01-07,ZAMH000107HOMBREDFZA39Z,389,1,hectorzarate389@urcmac.edu.mx,zaratehector389
Demian,Rogelio,Ruiz,Sanchez,Hombre,20,2003-01-06,RUSD030106HOMBREDFRU82H,390,1,demianruiz390@urcmac.edu.mx,ruizdemian390
Demian,Donaji,Ruiz,Cirigo,Hombre,28,1995-01-08,RUCD950108HOMBREDFRU88L,391,4,demianruiz391@urcmac.edu.mx,ruizdemian391
Demian,,Ruiz,Martinez,Hombre,26,1997-01-07,RUMD970107HOMBREDFRU42V,392,4,demianruiz392@urcmac.edu.mx,ruizdemian392
Demian,Alfonso,Hidalgo,Romero,Hombre,27,1996-01-08,HIRD960108HOMBREDFHI51F,393,4,demianhidalgo393@urcmac.edu.mx,hidalgodemian393
Albert,Donaji,Ruiz,Sanchez,Hombre,23,2000-01-07,RUSA000107HOMBREDFRU27M,394,1,albertruiz394@urcmac.edu.mx,ruizalbert394
Hector,Donaji,Hidalgo,Martinez,Hombre,26,1997-01-07,HIMH970107HOMBREDFHI53E,395,2,hectorhidalgo395@urcmac.edu.mx,hidalgohector395
Jose,Donaji,Adaya,Sebastian,Hombre,24,1999-01-07,ADSJ990107HOMBREDFAD82G,396,3,joseadaya396@urcmac.edu.mx,adayajose396
Hector,,Zarate,Sanchez,Hombre,27,1996-01-08,ZASH960108HOMBREDFZA14P,397,1,hectorzarate397@urcmac.edu.mx,zaratehector397
Hector,Alfonso,Zarate,Cirigo,Hombre,20,2003-01-06,ZACH030106HOMBREDFZA22P,398,3,hectorzarate398@urcmac.edu.mx,zaratehector398
Jose,Pablo,Hidalgo,Sebastian,Hombre,24,1999-01-07,HISJ990107HOMBREDFHI87T,399,3,josehidalgo399@urcmac.edu.mx,hidalgojose399
Hector,Alfonso,Ruiz,Romero,Hombre,26,1997-01-07,RURH970107HOMBREDFRU47I,400,1,hectorruiz400@urcmac.edu.mx,ruizhector400
Hector,Alfonso,Espinosa,Cirigo,Hombre,21,2002-01-06,ESCH020106HOMBREDFES29Y,401,2,hectorespinosa401@urcmac.edu.mx,espinosahector401
Jose,,Ruiz,Sebastian,Hombre,26,1997-01-07,RUSJ970107HOMBREDFRU39X,402,3,joseruiz402@urcmac.edu.mx,ruizjose402
Jose,Alfonso,Ruiz,Cirigo,Hombre,29,1994-01-08,RUCJ940108HOMBREDFRU85L,403,1,joseruiz403@urcmac.edu.mx,ruizjose403
Juan ,Alfonso,Ruiz,Sanchez,Hombre,28,1995-01-08,RUSJ950108HOMBREDFRU77R,404,4,juan ruiz404@urcmac.edu.mx,ruizjuan 404
Juan ,Donaji,Adaya,Romero,Hombre,29,1994-01-08,ADRJ940108HOMBREDFAD58F,405,5,juan adaya405@urcmac.edu.mx,adayajuan 405
Hector,,Hidalgo,Sanchez,Hombre,22,2001-01-06,HISH010106HOMBREDFHI71P,406,1,hectorhidalgo406@urcmac.edu.mx,hidalgohector406
Demian,Alfonso,Zarate,Romero,Hombre,20,2003-01-06,ZARD030106HOMBREDFZA94Z,407,1,demianzarate407@urcmac.edu.mx,zaratedemian407
Demian,Donaji,Hidalgo,Romero,Hombre,24,1999-01-07,HIRD990107HOMBREDFHI25J,408,5,demianhidalgo408@urcmac.edu.mx,hidalgodemian408
Demian,,Hidalgo,Romero,Hombre,24,1999-01-07,HIRD990107HOMBREDFHI86A,409,3,demianhidalgo409@urcmac.edu.mx,hidalgodemian409
Juan ,Pablo,Adaya,Cirigo,Hombre,29,1994-01-08,ADCJ940108HOMBREDFAD74K,410,3,juan adaya410@urcmac.edu.mx,adayajuan 410
Demian,Pablo,Ruiz,Cirigo,Hombre,29,1994-01-08,RUCD940108HOMBREDFRU72Y,411,5,demianruiz411@urcmac.edu.mx,ruizdemian411
Juan ,,Hidalgo,Sebastian,Hombre,27,1996-01-08,HISJ960108HOMBREDFHI52S,412,4,juan hidalgo412@urcmac.edu.mx,hidalgojuan 412
Juan ,Alfonso,Hidalgo,Cirigo,Hombre,28,1995-01-08,HICJ950108HOMBREDFHI54F,413,2,juan hidalgo413@urcmac.edu.mx,hidalgojuan 413
Hector,Rogelio,Zarate,Sanchez,Hombre,29,1994-01-08,ZASH940108HOMBREDFZA25F,414,5,hectorzarate414@urcmac.edu.mx,zaratehector414
Hector,Donaji,Zarate,Cirigo,Hombre,22,2001-01-06,ZACH010106HOMBREDFZA97G,415,5,hectorzarate415@urcmac.edu.mx,zaratehector415
Albert,Alfonso,Zarate,Sanchez,Hombre,27,1996-01-08,ZASA960108HOMBREDFZA76S,416,2,albertzarate416@urcmac.edu.mx,zaratealbert416
Hector,Rogelio,Espinosa,Sanchez,Hombre,23,2000-01-07,ESSH000107HOMBREDFES64M,417,5,hectorespinosa417@urcmac.edu.mx,espinosahector417
Hector,,Ruiz,Sebastian,Hombre,30,1993-01-08,RUSH930108HOMBREDFRU60F,418,2,hectorruiz418@urcmac.edu.mx,ruizhector418
Jose,Rogelio,Ruiz,Sanchez,Hombre,25,1998-01-07,RUSJ980107HOMBREDFRU54U,419,4,joseruiz419@urcmac.edu.mx,ruizjose419
Albert,Rogelio,Adaya,Romero,Hombre,30,1993-01-08,ADRA930108HOMBREDFAD82O,420,4,albertadaya420@urcmac.edu.mx,adayaalbert420
Albert,Alfonso,Espinosa,Sanchez,Hombre,30,1993-01-08,ESSA930108HOMBREDFES61L,421,5,albertespinosa421@urcmac.edu.mx,espinosaalbert421
Jose,,Hidalgo,Martinez,Hombre,23,2000-01-07,HIMJ000107HOMBREDFHI94C,422,4,josehidalgo422@urcmac.edu.mx,hidalgojose422
Juan ,Rogelio,Adaya,Romero,Hombre,27,1996-01-08,ADRJ960108HOMBREDFAD89K,423,1,juan adaya423@urcmac.edu.mx,adayajuan 423
Demian,,Ruiz,Cirigo,Hombre,21,2002-01-06,RUCD020106HOMBREDFRU23C,424,4,demianruiz424@urcmac.edu.mx,ruizdemian424
Jose,Alfonso,Hidalgo,Romero,Hombre,30,1993-01-08,HIRJ930108HOMBREDFHI16A,425,5,josehidalgo425@urcmac.edu.mx,hidalgojose425
Demian,Pablo,Zarate,Sanchez,Hombre,27,1996-01-08,ZASD960108HOMBREDFZA25A,426,3,demianzarate426@urcmac.edu.mx,zaratedemian426
Demian,Pablo,Espinosa,Sebastian,Hombre,29,1994-01-08,ESSD940108HOMBREDFES41R,427,2,demianespinosa427@urcmac.edu.mx,espinosademian427
Jose,Pablo,Zarate,Sebastian,Hombre,20,2003-01-06,ZASJ030106HOMBREDFZA30U,428,4,josezarate428@urcmac.edu.mx,zaratejose428
Hector,Alfonso,Ruiz,Martinez,Hombre,26,1997-01-07,RUMH970107HOMBREDFRU55I,429,2,hectorruiz429@urcmac.edu.mx,ruizhector429
Jose,Donaji,Ruiz,Martinez,Hombre,23,2000-01-07,RUMJ000107HOMBREDFRU79R,430,5,joseruiz430@urcmac.edu.mx,ruizjose430
Jose,Pablo,Espinosa,Sebastian,Hombre,25,1998-01-07,ESSJ980107HOMBREDFES94F,431,3,joseespinosa431@urcmac.edu.mx,espinosajose431
Hector,,Espinosa,Sebastian,Hombre,30,1993-01-08,ESSH930108HOMBREDFES70T,432,2,hectorespinosa432@urcmac.edu.mx,espinosahector432
Demian,Rogelio,Adaya,Sebastian,Hombre,20,2003-01-06,ADSD030106HOMBREDFAD57M,433,3,demianadaya433@urcmac.edu.mx,adayademian433
Hector,Donaji,Hidalgo,Cirigo,Hombre,28,1995-01-08,HICH950108HOMBREDFHI91U,434,5,hectorhidalgo434@urcmac.edu.mx,hidalgohector434
Juan ,Donaji,Adaya,Martinez,Hombre,25,1998-01-07,ADMJ980107HOMBREDFAD11J,435,5,juan adaya435@urcmac.edu.mx,adayajuan 435
Juan ,Donaji,Zarate,Romero,Hombre,27,1996-01-08,ZARJ960108HOMBREDFZA51R,436,1,juan zarate436@urcmac.edu.mx,zaratejuan 436
Albert,Alfonso,Hidalgo,Martinez,Hombre,29,1994-01-08,HIMA940108HOMBREDFHI30A,437,1,alberthidalgo437@urcmac.edu.mx,hidalgoalbert437
Albert,Donaji,Adaya,Sebastian,Hombre,24,1999-01-07,ADSA990107HOMBREDFAD51W,438,3,albertadaya438@urcmac.edu.mx,adayaalbert438
Albert,Pablo,Hidalgo,Sebastian,Hombre,28,1995-01-08,HISA950108HOMBREDFHI35X,439,1,alberthidalgo439@urcmac.edu.mx,hidalgoalbert439
Hector,Alfonso,Adaya,Sanchez,Hombre,25,1998-01-07,ADSH980107HOMBREDFAD90V,440,3,hectoradaya440@urcmac.edu.mx,adayahector440
Juan ,Donaji,Espinosa,Romero,Hombre,27,1996-01-08,ESRJ960108HOMBREDFES71T,441,5,juan espinosa441@urcmac.edu.mx,espinosajuan 441
Jose,Donaji,Adaya,Sanchez,Hombre,27,1996-01-08,ADSJ960108HOMBREDFAD72I,442,1,joseadaya442@urcmac.edu.mx,adayajose442
Jose,Pablo,Hidalgo,Sanchez,Hombre,27,1996-01-08,HISJ960108HOMBREDFHI34Y,443,1,josehidalgo443@urcmac.edu.mx,hidalgojose443
Demian,Donaji,Adaya,Martinez,Hombre,26,1997-01-07,ADMD970107HOMBREDFAD58B,444,1,demianadaya444@urcmac.edu.mx,adayademian444
Demian,Pablo,Hidalgo,Martinez,Hombre,25,1998-01-07,HIMD980107HOMBREDFHI18S,445,4,demianhidalgo445@urcmac.edu.mx,hidalgodemian445
Jose,,Ruiz,Sanchez,Hombre,20,2003-01-06,RUSJ030106HOMBREDFRU98T,446,3,joseruiz446@urcmac.edu.mx,ruizjose446
Hector,Rogelio,Ruiz,Sebastian,Hombre,25,1998-01-07,RUSH980107HOMBREDFRU73V,447,3,hectorruiz447@urcmac.edu.mx,ruizhector447
Albert,Alfonso,Ruiz,Sebastian,Hombre,21,2002-01-06,RUSA020106HOMBREDFRU91R,448,4,albertruiz448@urcmac.edu.mx,ruizalbert448
Demian,,Hidalgo,Martinez,Hombre,22,2001-01-06,HIMD010106HOMBREDFHI19Y,449,1,demianhidalgo449@urcmac.edu.mx,hidalgodemian449
Juan ,Alfonso,Adaya,Sebastian,Hombre,26,1997-01-07,ADSJ970107HOMBREDFAD21R,450,3,juan adaya450@urcmac.edu.mx,adayajuan 450
Demian,Alfonso,Adaya,Martinez,Hombre,20,2003-01-06,ADMD030106HOMBREDFAD56K,451,4,demianadaya451@urcmac.edu.mx,adayademian451
Hector,Pablo,Zarate,Sebastian,Hombre,25,1998-01-07,ZASH980107HOMBREDFZA46U,452,3,hectorzarate452@urcmac.edu.mx,zaratehector452
Hector,Donaji,Ruiz,Martinez,Hombre,24,1999-01-07,RUMH990107HOMBREDFRU66E,453,1,hectorruiz453@urcmac.edu.mx,ruizhector453
Jose,Alfonso,Adaya,Martinez,Hombre,23,2000-01-07,ADMJ000107HOMBREDFAD88T,454,3,joseadaya454@urcmac.edu.mx,adayajose454
Demian,Alfonso,Espinosa,Romero,Hombre,30,1993-01-08,ESRD930108HOMBREDFES42O,455,4,demianespinosa455@urcmac.edu.mx,espinosademian455
Jose,Alfonso,Zarate,Romero,Hombre,27,1996-01-08,ZARJ960108HOMBREDFZA92X,456,5,josezarate456@urcmac.edu.mx,zaratejose456
Jose,Alfonso,Espinosa,Romero,Hombre,28,1995-01-08,ESRJ950108HOMBREDFES46O,457,1,joseespinosa457@urcmac.edu.mx,espinosajose457
Jose,Donaji,Hidalgo,Romero,Hombre,21,2002-01-06,HIRJ020106HOMBREDFHI85M,458,3,josehidalgo458@urcmac.edu.mx,hidalgojose458
Jose,,Hidalgo,Cirigo,Hombre,24,1999-01-07,HICJ990107HOMBREDFHI19S,459,2,josehidalgo459@urcmac.edu.mx,hidalgojose459
Hector,Pablo,Adaya,Sebastian,Hombre,25,1998-01-07,ADSH980107HOMBREDFAD13O,460,1,hectoradaya460@urcmac.edu.mx,adayahector460
Hector,Donaji,Adaya,Sebastian,Hombre,20,2003-01-06,ADSH030106HOMBREDFAD40R,461,3,hectoradaya461@urcmac.edu.mx,adayahector461
Juan ,,Hidalgo,Sanchez,Hombre,21,2002-01-06,HISJ020106HOMBREDFHI67G,462,2,juan hidalgo462@urcmac.edu.mx,hidalgojuan 462
Hector,Pablo,Hidalgo,Sebastian,Hombre,30,1993-01-08,HISH930108HOMBREDFHI21K,463,2,hectorhidalgo463@urcmac.edu.mx,hidalgohector463
Hector,,Ruiz,Sanchez,Hombre,26,1997-01-07,RUSH970107HOMBREDFRU13S,464,1,hectorruiz464@urcmac.edu.mx,ruizhector464
Hector,Alfonso,Ruiz,Cirigo,Hombre,26,1997-01-07,RUCH970107HOMBREDFRU81Y,465,1,hectorruiz465@urcmac.edu.mx,ruizhector465
Demian,Rogelio,Zarate,Sebastian,Hombre,20,2003-01-06,ZASD030106HOMBREDFZA68V,466,1,demianzarate466@urcmac.edu.mx,zaratedemian466
Jose,Donaji,Ruiz,Cirigo,Hombre,27,1996-01-08,RUCJ960108HOMBREDFRU48S,467,4,joseruiz467@urcmac.edu.mx,ruizjose467
Demian,Rogelio,Espinosa,Sebastian,Hombre,21,2002-01-06,ESSD020106HOMBREDFES87W,468,1,demianespinosa468@urcmac.edu.mx,espinosademian468
Albert,Pablo,Zarate,Sebastian,Hombre,20,2003-01-06,ZASA030106HOMBREDFZA92Z,469,1,albertzarate469@urcmac.edu.mx,zaratealbert469
Juan ,Donaji,Adaya,Cirigo,Hombre,26,1997-01-07,ADCJ970107HOMBREDFAD30E,470,2,juan adaya470@urcmac.edu.mx,adayajuan 470
Demian,Pablo,Espinosa,Sanchez,Hombre,28,1995-01-08,ESSD950108HOMBREDFES83K,471,4,demianespinosa471@urcmac.edu.mx,espinosademian471
Albert,Donaji,Zarate,Sebastian,Hombre,25,1998-01-07,ZASA980107HOMBREDFZA93S,472,2,albertzarate472@urcmac.edu.mx,zaratealbert472
Jose,Pablo,Zarate,Sanchez,Hombre,27,1996-01-08,ZASJ960108HOMBREDFZA21J,473,4,josezarate473@urcmac.edu.mx,zaratejose473
Albert,Pablo,Espinosa,Sebastian,Hombre,24,1999-01-07,ESSA990107HOMBREDFES19I,474,4,albertespinosa474@urcmac.edu.mx,espinosaalbert474
Albert,Alfonso,Hidalgo,Cirigo,Hombre,24,1999-01-07,HICA990107HOMBREDFHI28Z,475,3,alberthidalgo475@urcmac.edu.mx,hidalgoalbert475
Albert,,Ruiz,Sebastian,Hombre,20,2003-01-06,RUSA030106HOMBREDFRU33H,476,4,albertruiz476@urcmac.edu.mx,ruizalbert476
Albert,Donaji,Espinosa,Sebastian,Hombre,30,1993-01-08,ESSA930108HOMBREDFES41L,477,4,albertespinosa477@urcmac.edu.mx,espinosaalbert477
Jose,Pablo,Espinosa,Sanchez,Hombre,26,1997-01-07,ESSJ970107HOMBREDFES49F,478,1,joseespinosa478@urcmac.edu.mx,espinosajose478
Juan ,,Ruiz,Sebastian,Hombre,23,2000-01-07,RUSJ000107HOMBREDFRU64E,479,5,juan ruiz479@urcmac.edu.mx,ruizjuan 479
Demian,Rogelio,Adaya,Sanchez,Hombre,20,2003-01-06,ADSD030106HOMBREDFAD47Z,480,1,demianadaya480@urcmac.edu.mx,adayademian480
Hector,,Espinosa,Sanchez,Hombre,24,1999-01-07,ESSH990107HOMBREDFES32T,481,3,hectorespinosa481@urcmac.edu.mx,espinosahector481
Demian,Donaji,Zarate,Romero,Hombre,27,1996-01-08,ZARD960108HOMBREDFZA20Z,482,4,demianzarate482@urcmac.edu.mx,zaratedemian482
Demian,Donaji,Adaya,Cirigo,Hombre,30,1993-01-08,ADCD930108HOMBREDFAD75Y,483,1,demianadaya483@urcmac.edu.mx,adayademian483
Hector,,Zarate,Martinez,Hombre,28,1995-01-08,ZAMH950108HOMBREDFZA35S,484,2,hectorzarate484@urcmac.edu.mx,zaratehector484
Demian,Pablo,Hidalgo,Cirigo,Hombre,26,1997-01-07,HICD970107HOMBREDFHI48V,485,1,demianhidalgo485@urcmac.edu.mx,hidalgodemian485
Demian,Donaji,Espinosa,Romero,Hombre,30,1993-01-08,ESRD930108HOMBREDFES41U,486,1,demianespinosa486@urcmac.edu.mx,espinosademian486
Jose,Rogelio,Adaya,Sebastian,Hombre,28,1995-01-08,ADSJ950108HOMBREDFAD77I,487,5,joseadaya487@urcmac.edu.mx,adayajose487
Albert,Donaji,Adaya,Sanchez,Hombre,29,1994-01-08,ADSA940108HOMBREDFAD56W,488,3,albertadaya488@urcmac.edu.mx,adayaalbert488
Demian,,Zarate,Romero,Hombre,25,1998-01-07,ZARD980107HOMBREDFZA81K,489,5,demianzarate489@urcmac.edu.mx,zaratedemian489
Jose,Rogelio,Hidalgo,Sebastian,Hombre,29,1994-01-08,HISJ940108HOMBREDFHI66J,490,3,josehidalgo490@urcmac.edu.mx,hidalgojose490
Albert,Pablo,Hidalgo,Sanchez,Hombre,21,2002-01-06,HISA020106HOMBREDFHI69F,491,4,alberthidalgo491@urcmac.edu.mx,hidalgoalbert491
Juan ,Alfonso,Ruiz,Martinez,Hombre,26,1997-01-07,RUMJ970107HOMBREDFRU87K,492,4,juan ruiz492@urcmac.edu.mx,ruizjuan 492
Demian,,Espinosa,Romero,Hombre,21,2002-01-06,ESRD020106HOMBREDFES98U,493,4,demianespinosa493@urcmac.edu.mx,espinosademian493
Juan ,Pablo,Hidalgo,Sebastian,Hombre,22,2001-01-06,HISJ010106HOMBREDFHI33U,494,4,juan hidalgo494@urcmac.edu.mx,hidalgojuan 494
Demian,,Hidalgo,Cirigo,Hombre,25,1998-01-07,HICD980107HOMBREDFHI24O,495,3,demianhidalgo495@urcmac.edu.mx,hidalgodemian495
Demian,Alfonso,Adaya,Cirigo,Hombre,30,1993-01-08,ADCD930108HOMBREDFAD39J,496,1,demianadaya496@urcmac.edu.mx,adayademian496
Hector,Pablo,Ruiz,Cirigo,Hombre,29,1994-01-08,RUCH940108HOMBREDFRU99U,497,4,hectorruiz497@urcmac.edu.mx,ruizhector497
Hector,Rogelio,Ruiz,Sanchez,Hombre,27,1996-01-08,RUSH960108HOMBREDFRU61Z,498,3,hectorruiz498@urcmac.edu.mx,ruizhector498
Hector,Donaji,Ruiz,Cirigo,Hombre,30,1993-01-08,RUCH930108HOMBREDFRU76E,499,3,hectorruiz499@urcmac.edu.mx,ruizhector499
Albert,Alfonso,Ruiz,Sanchez,Hombre,22,2001-01-06,RUSA010106HOMBREDFRU46Y,500,1,albertruiz500@urcmac.edu.mx,ruizalbert500
Hector,,Hidalgo,Martinez,Hombre,24,1999-01-07,HIMH990107HOMBREDFHI77E,501,1,hectorhidalgo501@urcmac.edu.mx,hidalgohector501
Jose,,Adaya,Sebastian,Hombre,25,1998-01-07,ADSJ980107HOMBREDFAD27O,502,4,joseadaya502@urcmac.edu.mx,adayajose502
Jose,Alfonso,Adaya,Cirigo,Hombre,22,2001-01-06,ADCJ010106HOMBREDFAD13L,503,2,joseadaya503@urcmac.edu.mx,adayajose503
