Unnamed: 0,nombre1,nombre2,apellido1,apellido2,genero,edad,id,voto,email,password
451,Jose,Pablo,Zarate,Romero,Hombre,22,452,4.0,josezarate452@urcmac.edu.mx,zaratejose452
452,Albert,Pablo,Hidalgo,Sebastian,Hombre,22,453,2.0,alberthidalgo453@urcmac.edu.mx,hidalgoalbert453
453,Jose,Rogelio,Hidalgo,Sanchez,Hombre,22,454,3.0,josehidalgo454@urcmac.edu.mx,hidalgojose454
454,Demian,,Hidalgo,Sanchez,Hombre,30,455,4.0,demianhidalgo455@urcmac.edu.mx,hidalgodemian455
455,Hector,Pablo,Hidalgo,Cirigo,Hombre,29,456,2.0,hectorhidalgo456@urcmac.edu.mx,hidalgohector456
456,Juan ,,Hidalgo,Romero,Hombre,30,457,1.0,juan hidalgo457@urcmac.edu.mx,hidalgojuan 457
457,Albert,Pablo,Adaya,Martinez,Hombre,24,458,1.0,albertadaya458@urcmac.edu.mx,adayaalbert458
458,Demian,Donaji,Ruiz,Romero,Hombre,28,459,1.0,demianruiz459@urcmac.edu.mx,ruizdemian459
459,Juan ,Alfonso,Espinosa,Romero,Hombre,26,460,4.0,juan espinosa460@urcmac.edu.mx,espinosajuan 460
460,Juan ,Alfonso,Zarate,Martinez,Hombre,29,461,1.0,juan zarate461@urcmac.edu.mx,zaratejuan 461
461,Hector,Rogelio,Ruiz,Sanchez,Hombre,24,462,4.0,hectorruiz462@urcmac.edu.mx,ruizhector462
462,Juan ,Donaji,Espinosa,Martinez,Hombre,29,463,5.0,juan espinosa463@urcmac.edu.mx,espinosajuan 463
463,Jose,Rogelio,Espinosa,Cirigo,Hombre,27,464,1.0,joseespinosa464@urcmac.edu.mx,espinosajose464
464,Demian,,Espinosa,Cirigo,Hombre,20,465,2.0,demianespinosa465@urcmac.edu.mx,espinosademian465
465,Hector,,Ruiz,Martinez,Hombre,27,466,3.0,hectorruiz466@urcmac.edu.mx,ruizhector466
466,Jose,Alfonso,Hidalgo,Sebastian,Hombre,23,467,5.0,josehidalgo467@urcmac.edu.mx,hidalgojose467
467,Jose,Pablo,Espinosa,Romero,Hombre,26,468,3.0,joseespinosa468@urcmac.edu.mx,espinosajose468
468,Jose,Pablo,Zarate,Martinez,Hombre,23,469,3.0,josezarate469@urcmac.edu.mx,zaratejose469
469,Albert,Alfonso,Zarate,Sanchez,Hombre,20,470,4.0,albertzarate470@urcmac.edu.mx,zaratealbert470
470,Juan ,,Hidalgo,Martinez,Hombre,29,471,5.0,juan hidalgo471@urcmac.edu.mx,hidalgojuan 471
471,Jose,Rogelio,Adaya,Sanchez,Hombre,20,472,4.0,joseadaya472@urcmac.edu.mx,adayajose472
472,Albert,Alfonso,Ruiz,Romero,Hombre,28,473,4.0,albertruiz473@urcmac.edu.mx,ruizalbert473
473,Demian,,Zarate,Sebastian,Hombre,28,474,1.0,demianzarate474@urcmac.edu.mx,zaratedemian474
474,Albert,,Adaya,Sebastian,Hombre,20,475,4.0,albertadaya475@urcmac.edu.mx,adayaalbert475
475,Demian,Donaji,Ruiz,Martinez,Hombre,20,476,4.0,demianruiz476@urcmac.edu.mx,ruizdemian476
476,Juan ,Alfonso,Adaya,Romero,Hombre,26,477,3.0,juan adaya477@urcmac.edu.mx,adayajuan 477
477,Jose,,Espinosa,Cirigo,Hombre,30,478,3.0,joseespinosa478@urcmac.edu.mx,espinosajose478
478,Albert,Alfonso,Zarate,Cirigo,Hombre,25,479,4.0,albertzarate479@urcmac.edu.mx,zaratealbert479
479,Hector,,Adaya,Sanchez,Hombre,24,480,3.0,hectoradaya480@urcmac.edu.mx,adayahector480
480,Juan ,Alfonso,Espinosa,Martinez,Hombre,30,481,3.0,juan espinosa481@urcmac.edu.mx,espinosajuan 481
481,Demian,Pablo,Ruiz,Sebastian,Hombre,29,482,3.0,demianruiz482@urcmac.edu.mx,ruizdemian482
482,Albert,Pablo,Hidalgo,Cirigo,Hombre,29,483,1.0,alberthidalgo483@urcmac.edu.mx,hidalgoalbert483
483,Jose,Pablo,Espinosa,Martinez,Hombre,21,484,1.0,joseespinosa484@urcmac.edu.mx,espinosajose484
484,Juan ,Donaji,Zarate,Romero,Hombre,21,485,4.0,juan zarate485@urcmac.edu.mx,zaratejuan 485
485,Jose,,Zarate,Sebastian,Hombre,25,486,3.0,josezarate486@urcmac.edu.mx,zaratejose486
486,Juan ,Rogelio,Zarate,Sebastian,Hombre,26,487,1.0,juan zarate487@urcmac.edu.mx,zaratejuan 487
487,Albert,Rogelio,Ruiz,Sanchez,Hombre,25,488,4.0,albertruiz488@urcmac.edu.mx,ruizalbert488
488,Albert,Alfonso,Ruiz,Martinez,Hombre,26,489,1.0,albertruiz489@urcmac.edu.mx,ruizalbert489
489,Juan ,Alfonso,Adaya,Martinez,Hombre,25,490,1.0,juan adaya490@urcmac.edu.mx,adayajuan 490
490,Juan ,Donaji,Hidalgo,Sanchez,Hombre,29,491,4.0,juan hidalgo491@urcmac.edu.mx,hidalgojuan 491
491,Juan ,Pablo,Adaya,Romero,Hombre,26,492,1.0,juan adaya492@urcmac.edu.mx,adayajuan 492
492,Hector,Pablo,Adaya,Sebastian,Hombre,22,493,1.0,hectoradaya493@urcmac.edu.mx,adayahector493
493,Jose,Rogelio,Ruiz,Romero,Hombre,26,494,5.0,joseruiz494@urcmac.edu.mx,ruizjose494
494,Albert,Alfonso,Adaya,Sanchez,Hombre,30,495,2.0,albertadaya495@urcmac.edu.mx,adayaalbert495
495,Juan ,Donaji,Zarate,Martinez,Hombre,30,496,1.0,juan zarate496@urcmac.edu.mx,zaratejuan 496
496,Jose,Rogelio,Zarate,Cirigo,Hombre,21,497,4.0,josezarate497@urcmac.edu.mx,zaratejose497
497,Albert,Donaji,Hidalgo,Romero,Hombre,22,498,3.0,alberthidalgo498@urcmac.edu.mx,hidalgoalbert498
498,Demian,,Zarate,Cirigo,Hombre,25,499,3.0,demianzarate499@urcmac.edu.mx,zaratedemian499
499,Hector,Donaji,Hidalgo,Sebastian,Hombre,25,500,2.0,hectorhidalgo500@urcmac.edu.mx,hidalgohector500
500,Albert,Alfonso,Adaya,Cirigo,Hombre,29,501,3.0,albertadaya501@urcmac.edu.mx,adayaalbert501
501,Juan ,Pablo,Hidalgo,Sebastian,Hombre,22,502,5.0,juan hidalgo502@urcmac.edu.mx,hidalgojuan 502
502,Demian,Pablo,Ruiz,Cirigo,Hombre,22,503,3.0,demianruiz503@urcmac.edu.mx,ruizdemian503
503,Juan ,Pablo,Adaya,Martinez,Hombre,26,504,2.0,juan adaya504@urcmac.edu.mx,adayajuan 504
504,Jose,,Zarate,Cirigo,Hombre,20,505,4.0,josezarate505@urcmac.edu.mx,zaratejose505
505,Jose,Rogelio,Ruiz,Martinez,Hombre,30,506,1.0,joseruiz506@urcmac.edu.mx,ruizjose506
506,Jose,,Adaya,Sebastian,Hombre,29,507,4.0,joseadaya507@urcmac.edu.mx,adayajose507
507,Albert,Donaji,Hidalgo,Martinez,Hombre,29,508,2.0,alberthidalgo508@urcmac.edu.mx,hidalgoalbert508
508,Juan ,Rogelio,Adaya,Sebastian,Hombre,28,509,3.0,juan adaya509@urcmac.edu.mx,adayajuan 509
509,Demian,Pablo,Hidalgo,Sanchez,Hombre,29,510,5.0,demianhidalgo510@urcmac.edu.mx,hidalgodemian510
510,Demian,Pablo,Espinosa,Romero,Hombre,29,511,1.0,demianespinosa511@urcmac.edu.mx,espinosademian511
511,Jose,Pablo,Hidalgo,Sanchez,Hombre,22,512,3.0,josehidalgo512@urcmac.edu.mx,hidalgojose512
512,Demian,,Adaya,Cirigo,Hombre,29,513,3.0,demianadaya513@urcmac.edu.mx,adayademian513
513,Hector,Donaji,Hidalgo,Cirigo,Hombre,28,514,2.0,hectorhidalgo514@urcmac.edu.mx,hidalgohector514
514,Juan ,Pablo,Hidalgo,Cirigo,Hombre,22,515,4.0,juan hidalgo515@urcmac.edu.mx,hidalgojuan 515
515,Juan ,,Ruiz,Sanchez,Hombre,25,516,4.0,juan ruiz516@urcmac.edu.mx,ruizjuan 516
516,Demian,Pablo,Zarate,Sebastian,Hombre,20,517,3.0,demianzarate517@urcmac.edu.mx,zaratedemian517
517,Albert,Pablo,Adaya,Sebastian,Hombre,21,518,1.0,albertadaya518@urcmac.edu.mx,adayaalbert518
518,Demian,Pablo,Espinosa,Martinez,Hombre,28,519,1.0,demianespinosa519@urcmac.edu.mx,espinosademian519
519,Jose,,Adaya,Cirigo,Hombre,20,520,1.0,joseadaya520@urcmac.edu.mx,adayajose520
520,Juan ,Alfonso,Zarate,Sebastian,Hombre,20,521,1.0,juan zarate521@urcmac.edu.mx,zaratejuan 521
521,Juan ,Rogelio,Adaya,Cirigo,Hombre,23,522,3.0,juan adaya522@urcmac.edu.mx,adayajuan 522
522,Demian,Rogelio,Hidalgo,Romero,Hombre,30,523,4.0,demianhidalgo523@urcmac.edu.mx,hidalgodemian523
523,Juan ,Donaji,Espinosa,Sebastian,Hombre,29,524,5.0,juan espinosa524@urcmac.edu.mx,espinosajuan 524
524,Hector,Donaji,Adaya,Romero,Hombre,28,525,5.0,hectoradaya525@urcmac.edu.mx,adayahector525
525,Hector,,Ruiz,Sebastian,Hombre,24,526,5.0,hectorruiz526@urcmac.edu.mx,ruizhector526
526,Jose,Pablo,Zarate,Sebastian,Hombre,24,527,5.0,josezarate527@urcmac.edu.mx,zaratejose527
527,Juan ,,Hidalgo,Sebastian,Hombre,27,528,4.0,juan hidalgo528@urcmac.edu.mx,hidalgojuan 528
528,Demian,Donaji,Ruiz,Sebastian,Hombre,29,529,5.0,demianruiz529@urcmac.edu.mx,ruizdemian529
529,Juan ,Alfonso,Espinosa,Sebastian,Hombre,23,530,1.0,juan espinosa530@urcmac.edu.mx,espinosajuan 530
530,Demian,Rogelio,Hidalgo,Martinez,Hombre,22,531,4.0,demianhidalgo531@urcmac.edu.mx,hidalgodemian531
531,Hector,Donaji,Adaya,Martinez,Hombre,22,532,1.0,hectoradaya532@urcmac.edu.mx,adayahector532
532,Jose,Pablo,Espinosa,Sebastian,Hombre,25,533,4.0,joseespinosa533@urcmac.edu.mx,espinosajose533
533,Demian,Pablo,Zarate,Cirigo,Hombre,22,534,1.0,demianzarate534@urcmac.edu.mx,zaratedemian534
534,Demian,,Ruiz,Romero,Hombre,29,535,2.0,demianruiz535@urcmac.edu.mx,ruizdemian535
535,Albert,Alfonso,Ruiz,Sebastian,Hombre,28,536,3.0,albertruiz536@urcmac.edu.mx,ruizalbert536
536,Demian,Alfonso,Espinosa,Sanchez,Hombre,21,537,2.0,demianespinosa537@urcmac.edu.mx,espinosademian537
537,Juan ,Alfonso,Zarate,Cirigo,Hombre,25,538,5.0,juan zarate538@urcmac.edu.mx,zaratejuan 538
538,Hector,Rogelio,Zarate,Sanchez,Hombre,27,539,5.0,hectorzarate539@urcmac.edu.mx,zaratehector539
539,Juan ,Alfonso,Adaya,Sebastian,Hombre,21,540,1.0,juan adaya540@urcmac.edu.mx,adayajuan 540
540,Juan ,Donaji,Espinosa,Cirigo,Hombre,30,541,1.0,juan espinosa541@urcmac.edu.mx,espinosajuan 541
541,Hector,,Ruiz,Cirigo,Hombre,21,542,3.0,hectorruiz542@urcmac.edu.mx,ruizhector542
542,Juan ,Alfonso,Hidalgo,Sanchez,Hombre,26,543,2.0,juan hidalgo543@urcmac.edu.mx,hidalgojuan 543
543,Jose,Pablo,Zarate,Cirigo,Hombre,29,544,3.0,josezarate544@urcmac.edu.mx,zaratejose544
544,Jose,Pablo,Adaya,Sebastian,Hombre,30,545,1.0,joseadaya545@urcmac.edu.mx,adayajose545
545,Jose,,Hidalgo,Romero,Hombre,22,546,1.0,josehidalgo546@urcmac.edu.mx,hidalgojose546
546,Juan ,Donaji,Adaya,Sanchez,Hombre,22,547,2.0,juan adaya547@urcmac.edu.mx,adayajuan 547
547,Juan ,Rogelio,Hidalgo,Romero,Hombre,21,548,4.0,juan hidalgo548@urcmac.edu.mx,hidalgojuan 548
548,Juan ,Alfonso,Hidalgo,Cirigo,Hombre,25,549,1.0,juan hidalgo549@urcmac.edu.mx,hidalgojuan 549
549,Juan ,Donaji,Zarate,Sebastian,Hombre,21,550,2.0,juan zarate550@urcmac.edu.mx,zaratejuan 550
550,Demian,,Ruiz,Martinez,Hombre,24,551,2.0,demianruiz551@urcmac.edu.mx,ruizdemian551
551,Demian,Donaji,Ruiz,Cirigo,Hombre,27,552,4.0,demianruiz552@urcmac.edu.mx,ruizdemian552
552,Demian,Donaji,Zarate,Romero,Hombre,27,553,5.0,demianzarate553@urcmac.edu.mx,zaratedemian553
553,Hector,Alfonso,Adaya,Romero,Hombre,29,554,3.0,hectoradaya554@urcmac.edu.mx,adayahector554
554,Juan ,Donaji,Adaya,Cirigo,Hombre,22,555,3.0,juan adaya555@urcmac.edu.mx,adayajuan 555
555,Hector,,Espinosa,Romero,Hombre,25,556,2.0,hectorespinosa556@urcmac.edu.mx,espinosahector556
556,Juan ,Pablo,Adaya,Sebastian,Hombre,29,557,4.0,juan adaya557@urcmac.edu.mx,adayajuan 557
557,Jose,,Hidalgo,Martinez,Hombre,25,558,3.0,josehidalgo558@urcmac.edu.mx,hidalgojose558
558,Demian,Donaji,Hidalgo,Sanchez,Hombre,30,559,1.0,demianhidalgo559@urcmac.edu.mx,hidalgodemian559
559,Juan ,Rogelio,Hidalgo,Martinez,Hombre,24,560,5.0,juan hidalgo560@urcmac.edu.mx,hidalgojuan 560
560,Albert,Donaji,Hidalgo,Sebastian,Hombre,29,561,2.0,alberthidalgo561@urcmac.edu.mx,hidalgoalbert561
561,Juan ,Alfonso,Adaya,Cirigo,Hombre,28,562,2.0,juan adaya562@urcmac.edu.mx,adayajuan 562
562,Demian,Donaji,Espinosa,Romero,Hombre,21,563,5.0,demianespinosa563@urcmac.edu.mx,espinosademian563
563,Demian,Donaji,Zarate,Martinez,Hombre,23,564,3.0,demianzarate564@urcmac.edu.mx,zaratedemian564
564,Hector,Alfonso,Adaya,Martinez,Hombre,22,565,5.0,hectoradaya565@urcmac.edu.mx,adayahector565
565,Hector,Rogelio,Espinosa,Sanchez,Hombre,29,566,5.0,hectorespinosa566@urcmac.edu.mx,espinosahector566
566,Jose,Pablo,Adaya,Cirigo,Hombre,25,567,5.0,joseadaya567@urcmac.edu.mx,adayajose567
567,Demian,Alfonso,Zarate,Sanchez,Hombre,24,568,3.0,demianzarate568@urcmac.edu.mx,zaratedemian568
568,Hector,,Espinosa,Martinez,Hombre,23,569,4.0,hectorespinosa569@urcmac.edu.mx,espinosahector569
569,Hector,Alfonso,Zarate,Romero,Hombre,29,570,2.0,hectorzarate570@urcmac.edu.mx,zaratehector570
570,Juan ,Donaji,Zarate,Cirigo,Hombre,21,571,5.0,juan zarate571@urcmac.edu.mx,zaratejuan 571
571,Demian,Alfonso,Ruiz,Romero,Hombre,21,572,3.0,demianruiz572@urcmac.edu.mx,ruizdemian572
572,Albert,Rogelio,Zarate,Sanchez,Hombre,24,573,3.0,albertzarate573@urcmac.edu.mx,zaratealbert573
573,Albert,Alfonso,Espinosa,Romero,Hombre,29,574,2.0,albertespinosa574@urcmac.edu.mx,espinosaalbert574
574,Demian,Donaji,Espinosa,Martinez,Hombre,20,575,2.0,demianespinosa575@urcmac.edu.mx,espinosademian575
575,Jose,Donaji,Ruiz,Sanchez,Hombre,25,576,3.0,joseruiz576@urcmac.edu.mx,ruizjose576
576,Demian,Pablo,Espinosa,Sebastian,Hombre,21,577,5.0,demianespinosa577@urcmac.edu.mx,espinosademian577
577,Jose,Donaji,Ruiz,Cirigo,Hombre,20,578,3.0,joseruiz578@urcmac.edu.mx,ruizjose578
578,Hector,Alfonso,Zarate,Martinez,Hombre,28,579,3.0,hectorzarate579@urcmac.edu.mx,zaratehector579
579,Albert,Donaji,Hidalgo,Cirigo,Hombre,22,580,4.0,alberthidalgo580@urcmac.edu.mx,hidalgoalbert580
580,Demian,Alfonso,Ruiz,Martinez,Hombre,21,581,3.0,demianruiz581@urcmac.edu.mx,ruizdemian581
581,Juan ,,Espinosa,Sanchez,Hombre,30,582,3.0,juan espinosa582@urcmac.edu.mx,espinosajuan 582
582,Hector,,Zarate,Romero,Hombre,29,583,4.0,hectorzarate583@urcmac.edu.mx,zaratehector583
583,Albert,Rogelio,Espinosa,Sanchez,Hombre,28,584,3.0,albertespinosa584@urcmac.edu.mx,espinosaalbert584
584,Albert,Alfonso,Espinosa,Martinez,Hombre,27,585,3.0,albertespinosa585@urcmac.edu.mx,espinosaalbert585
585,Demian,Alfonso,Adaya,Sanchez,Hombre,29,586,3.0,demianadaya586@urcmac.edu.mx,adayademian586
586,Hector,,Hidalgo,Sanchez,Hombre,22,587,2.0,hectorhidalgo587@urcmac.edu.mx,hidalgohector587
587,Albert,Alfonso,Hidalgo,Sebastian,Hombre,20,588,5.0,alberthidalgo588@urcmac.edu.mx,hidalgoalbert588
588,Demian,Rogelio,Hidalgo,Sebastian,Hombre,22,589,1.0,demianhidalgo589@urcmac.edu.mx,hidalgodemian589
589,Hector,,Zarate,Martinez,Hombre,20,590,3.0,hectorzarate590@urcmac.edu.mx,zaratehector590
590,Albert,Rogelio,Adaya,Sanchez,Hombre,26,591,2.0,albertadaya591@urcmac.edu.mx,adayaalbert591
591,Hector,Rogelio,Ruiz,Romero,Hombre,20,592,3.0,hectorruiz592@urcmac.edu.mx,ruizhector592
592,Hector,Pablo,Hidalgo,Martinez,Hombre,29,593,1.0,hectorhidalgo593@urcmac.edu.mx,hidalgohector593
593,Demian,Pablo,Espinosa,Cirigo,Hombre,20,594,4.0,demianespinosa594@urcmac.edu.mx,espinosademian594
594,Albert,Alfonso,Zarate,Romero,Hombre,29,595,1.0,albertzarate595@urcmac.edu.mx,zaratealbert595
595,Jose,Rogelio,Adaya,Romero,Hombre,24,596,5.0,joseadaya596@urcmac.edu.mx,adayajose596
596,Jose,Rogelio,Espinosa,Martinez,Hombre,21,597,4.0,joseespinosa597@urcmac.edu.mx,espinosajose597
597,Demian,Pablo,Adaya,Sanchez,Hombre,30,598,1.0,demianadaya598@urcmac.edu.mx,adayademian598
598,Juan ,,Zarate,Sanchez,Hombre,26,599,4.0,juan zarate599@urcmac.edu.mx,zaratejuan 599
599,Demian,,Ruiz,Sebastian,Hombre,20,600,1.0,demianruiz600@urcmac.edu.mx,ruizdemian600
600,Albert,Alfonso,Hidalgo,Cirigo,Hombre,23,601,3.0,alberthidalgo601@urcmac.edu.mx,hidalgoalbert601
601,Albert,Alfonso,Zarate,Martinez,Hombre,22,602,3.0,albertzarate602@urcmac.edu.mx,zaratealbert602
602,Demian,Rogelio,Hidalgo,Cirigo,Hombre,21,603,5.0,demianhidalgo603@urcmac.edu.mx,hidalgodemian603
603,Jose,Rogelio,Adaya,Martinez,Hombre,21,604,1.0,joseadaya604@urcmac.edu.mx,adayajose604
604,Albert,Rogelio,Ruiz,Romero,Hombre,25,605,5.0,albertruiz605@urcmac.edu.mx,ruizalbert605
605,Juan ,Donaji,Hidalgo,Romero,Hombre,24,606,3.0,juan hidalgo606@urcmac.edu.mx,hidalgojuan 606
606,Jose,Rogelio,Zarate,Romero,Hombre,21,607,2.0,josezarate607@urcmac.edu.mx,zaratejose607
607,Jose,,Hidalgo,Sebastian,Hombre,30,608,1.0,josehidalgo608@urcmac.edu.mx,hidalgojose608
608,Demian,,Zarate,Romero,Hombre,23,609,2.0,demianzarate609@urcmac.edu.mx,zaratedemian609
609,Juan ,Rogelio,Hidalgo,Sebastian,Hombre,24,610,1.0,juan hidalgo610@urcmac.edu.mx,hidalgojuan 610
610,Albert,Alfonso,Adaya,Romero,Hombre,29,611,3.0,albertadaya611@urcmac.edu.mx,adayaalbert611
611,Demian,Donaji,Zarate,Sebastian,Hombre,24,612,3.0,demianzarate612@urcmac.edu.mx,zaratedemian612
612,Hector,Alfonso,Adaya,Sebastian,Hombre,27,613,2.0,hectoradaya613@urcmac.edu.mx,adayahector613
613,Albert,Rogelio,Ruiz,Martinez,Hombre,22,614,4.0,albertruiz614@urcmac.edu.mx,ruizalbert614
614,Hector,,Espinosa,Sebastian,Hombre,30,615,4.0,hectorespinosa615@urcmac.edu.mx,espinosahector615
615,Albert,,Ruiz,Sanchez,Hombre,30,616,2.0,albertruiz616@urcmac.edu.mx,ruizalbert616
616,Juan ,Donaji,Hidalgo,Martinez,Hombre,24,617,3.0,juan hidalgo617@urcmac.edu.mx,hidalgojuan 617
617,Jose,Rogelio,Zarate,Martinez,Hombre,27,618,4.0,josezarate618@urcmac.edu.mx,zaratejose618
618,Hector,Alfonso,Hidalgo,Cirigo,Hombre,27,619,3.0,hectorhidalgo619@urcmac.edu.mx,hidalgohector619
619,Demian,,Zarate,Martinez,Hombre,22,620,4.0,demianzarate620@urcmac.edu.mx,zaratedemian620
620,Albert,Alfonso,Adaya,Martinez,Hombre,25,621,4.0,albertadaya621@urcmac.edu.mx,adayaalbert621
621,Demian,Donaji,Espinosa,Sebastian,Hombre,20,622,2.0,demianespinosa622@urcmac.edu.mx,espinosademian622
622,Jose,,Hidalgo,Cirigo,Hombre,21,623,5.0,josehidalgo623@urcmac.edu.mx,hidalgojose623
623,Hector,Alfonso,Zarate,Sebastian,Hombre,25,624,3.0,hectorzarate624@urcmac.edu.mx,zaratehector624
624,Demian,,Adaya,Romero,Hombre,26,625,3.0,demianadaya625@urcmac.edu.mx,adayademian625
625,Valeria ,,Garcia,Hernandez,Mujer,23,626,5.0,valeria garcia626@urcmac.edu.mx,garciavaleria 626
626,Valeria,Urania,Salazar,Sanchez,Mujer,27,627,2.0,valeriasalazar627@urcmac.edu.mx,salazarvaleria627
627,Gloria,Elizabeth,Ruiz,Marinez,Mujer,28,628,4.0,gloriaruiz628@urcmac.edu.mx,ruizgloria628
628,Carmen,Arely,Salazar,Estrada,Mujer,26,629,1.0,carmensalazar629@urcmac.edu.mx,salazarcarmen629
629,Laura,,Salazar,Espinosa,Mujer,28,630,5.0,laurasalazar630@urcmac.edu.mx,salazarlaura630
630,Valeria,Urania,Rubio,Sanchez,Mujer,20,631,4.0,valeriarubio631@urcmac.edu.mx,rubiovaleria631
631,Carmen,Arely,Rubio,Estrada,Mujer,20,632,2.0,carmenrubio632@urcmac.edu.mx,rubiocarmen632
632,Valeria ,Elizabeth,Garcia,Sanchez,Mujer,28,633,2.0,valeria garcia633@urcmac.edu.mx,garciavaleria 633
633,Gloria,,Garcia,Marinez,Mujer,23,634,1.0,gloriagarcia634@urcmac.edu.mx,garciagloria634
634,Valeria ,Urania,Salazar,Sanchez,Mujer,26,635,5.0,valeria salazar635@urcmac.edu.mx,salazarvaleria 635
635,Valeria,Elizabeth,Tolentino,Sanchez,Mujer,29,636,3.0,valeriatolentino636@urcmac.edu.mx,tolentinovaleria636
636,Carmen,,Tolentino,Espinosa,Mujer,25,637,5.0,carmentolentino637@urcmac.edu.mx,tolentinocarmen637
637,Laura,,Salazar,Marinez,Mujer,22,638,2.0,laurasalazar638@urcmac.edu.mx,salazarlaura638
638,Valeria,Elizabeth,Garcia,Sanchez,Mujer,27,639,5.0,valeriagarcia639@urcmac.edu.mx,garciavaleria639
639,Carmen,,Garcia,Espinosa,Mujer,30,640,1.0,carmengarcia640@urcmac.edu.mx,garciacarmen640
640,Valeria,Elizabeth,Rubio,Espinosa,Mujer,24,641,4.0,valeriarubio641@urcmac.edu.mx,rubiovaleria641
641,Valeria ,Arely,Tolentino,Estrada,Mujer,25,642,5.0,valeria tolentino642@urcmac.edu.mx,tolentinovaleria 642
642,Gloria,Elizabeth,Rubio,Sanchez,Mujer,22,643,1.0,gloriarubio643@urcmac.edu.mx,rubiogloria643
643,Gloria,Urania,Ruiz,Espinosa,Mujer,28,644,2.0,gloriaruiz644@urcmac.edu.mx,ruizgloria644
644,Carmen,Elizabeth,Salazar,Marinez,Mujer,21,645,5.0,carmensalazar645@urcmac.edu.mx,salazarcarmen645
645,Valeria,,Tolentino,Estrada,Mujer,21,646,1.0,valeriatolentino646@urcmac.edu.mx,tolentinovaleria646
646,Valeria,,Garcia,Estrada,Mujer,30,647,1.0,valeriagarcia647@urcmac.edu.mx,garciavaleria647
647,Carmen,,Garcia,Marinez,Mujer,30,648,2.0,carmengarcia648@urcmac.edu.mx,garciacarmen648
648,Carmen,Urania,Tolentino,Sanchez,Mujer,23,649,2.0,carmentolentino649@urcmac.edu.mx,tolentinocarmen649
649,Gloria,Arely,Rubio,Estrada,Mujer,27,650,2.0,gloriarubio650@urcmac.edu.mx,rubiogloria650
650,Laura,Elizabeth,Garcia,Sanchez,Mujer,26,651,3.0,lauragarcia651@urcmac.edu.mx,garcialaura651
651,Laura,Elizabeth,Rubio,Espinosa,Mujer,22,652,2.0,laurarubio652@urcmac.edu.mx,rubiolaura652
652,Valeria ,Urania,Rubio,Hernandez,Mujer,26,653,4.0,valeria rubio653@urcmac.edu.mx,rubiovaleria 653
653,Laura,Arely,Salazar,Hernandez,Mujer,20,654,1.0,laurasalazar654@urcmac.edu.mx,salazarlaura654
654,Carmen,Arely,Ruiz,Hernandez,Mujer,22,655,2.0,carmenruiz655@urcmac.edu.mx,ruizcarmen655
655,Carmen,Elizabeth,Ruiz,Estrada,Mujer,23,656,1.0,carmenruiz656@urcmac.edu.mx,ruizcarmen656
656,Valeria ,Arely,Ruiz,Espinosa,Mujer,27,657,5.0,valeria ruiz657@urcmac.edu.mx,ruizvaleria 657
657,Gloria,,Ruiz,Marinez,Mujer,27,658,4.0,gloriaruiz658@urcmac.edu.mx,ruizgloria658
658,Laura,Elizabeth,Rubio,Marinez,Mujer,24,659,3.0,laurarubio659@urcmac.edu.mx,rubiolaura659
659,Laura,Elizabeth,Tolentino,Hernandez,Mujer,25,660,1.0,lauratolentino660@urcmac.edu.mx,tolentinolaura660
660,Valeria ,,Rubio,Estrada,Mujer,29,661,4.0,valeria rubio661@urcmac.edu.mx,rubiovaleria 661
661,Valeria,,Rubio,Hernandez,Mujer,30,662,1.0,valeriarubio662@urcmac.edu.mx,rubiovaleria662
662,Carmen,Urania,Rubio,Espinosa,Mujer,23,663,4.0,carmenrubio663@urcmac.edu.mx,rubiocarmen663
663,Valeria,Urania,Garcia,Sanchez,Mujer,30,664,2.0,valeriagarcia664@urcmac.edu.mx,garciavaleria664
664,Gloria,Elizabeth,Salazar,Hernandez,Mujer,20,665,4.0,gloriasalazar665@urcmac.edu.mx,salazargloria665
665,Laura,Arely,Garcia,Sanchez,Mujer,30,666,3.0,lauragarcia666@urcmac.edu.mx,garcialaura666
666,Valeria ,Arely,Ruiz,Marinez,Mujer,28,667,3.0,valeria ruiz667@urcmac.edu.mx,ruizvaleria 667
667,Valeria ,,Salazar,Estrada,Mujer,21,668,1.0,valeria salazar668@urcmac.edu.mx,salazarvaleria 668
668,Carmen,Urania,Rubio,Marinez,Mujer,27,669,2.0,carmenrubio669@urcmac.edu.mx,rubiocarmen669
669,Gloria,,Rubio,Sanchez,Mujer,20,670,2.0,gloriarubio670@urcmac.edu.mx,rubiogloria670
670,Laura,Urania,Garcia,Sanchez,Mujer,24,671,2.0,lauragarcia671@urcmac.edu.mx,garcialaura671
671,Gloria,Urania,Garcia,Estrada,Mujer,22,672,5.0,gloriagarcia672@urcmac.edu.mx,garciagloria672
672,Valeria ,Arely,Rubio,Sanchez,Mujer,24,673,4.0,valeria rubio673@urcmac.edu.mx,rubiovaleria 673
673,Laura,Arely,Ruiz,Sanchez,Mujer,27,674,4.0,lauraruiz674@urcmac.edu.mx,ruizlaura674
674,Valeria,Urania,Salazar,Hernandez,Mujer,25,675,2.0,valeriasalazar675@urcmac.edu.mx,salazarvaleria675
675,Valeria,Urania,Rubio,Hernandez,Mujer,23,676,4.0,valeriarubio676@urcmac.edu.mx,rubiovaleria676
